arm,layer,tanh_alpha
random,6,-0.011031217873096466
random,6,-0.018956169486045837
random,6,-0.004315522965043783
random,6,-0.0013928585685789585
random,6,-0.003739737905561924
random,6,-0.00738118402659893
random,6,9.686225530458614e-05
random,6,-0.02417750470340252
random,6,-0.01156697515398264
random,6,-0.008223319426178932
random,6,0.004411675035953522
random,6,-0.011660745367407799
random,6,-0.027491392567753792
random,6,-0.012479959987103939
random,6,-0.01980643719434738
random,6,-0.008669096045196056
random,6,-0.0007173629128374159
random,6,-0.007313471753150225
random,6,-0.0074439942836761475
random,6,-0.008613242767751217
random,6,0.008404737338423729
random,6,-0.007183979731053114
random,6,-0.017153717577457428
random,6,-0.005651826970279217
random,6,-0.009333154186606407
random,6,-0.010386967100203037
random,6,-0.010812328197062016
random,6,-0.010056835599243641
random,7,-0.016208166256546974
random,7,-0.025733506307005882
random,7,-0.0008622274617664516
random,7,-0.006118313409388065
random,7,-0.0015389082254841924
random,7,-0.011179503984749317
random,7,-0.01457609049975872
random,7,-0.008023497648537159
random,7,-0.0037690033204853535
